rndrng_npi,rndrng_prvdr_city,rndrng_prvdr_state_abrvtn,rndrng_prvdr_type,avg_mdcr_alowd_amt,avg_mdcr_pymt_amt,avg_mdcr_stdzd_amt,tot_benes,tot_bene_day_srvcs
1477559292,Hastings,NE,Diagnostic Radiology,45.389230769,36.225,36.740769231,25.0,25.0
1194086900,Greeley,CO,Interventional Cardiology,69.764444444,55.176666667,53.840740741,25.0,26.0
1407890809,Prairie Du Chien,WI,Physician Assistant,118.8662963,93.4,96.42962963,26.0,27.0
1124324678,Manchester,NH,Certified Registered Nurse Anesthetist (CRNA),69.04,53.2988,53.0296,25.0,25.0
1255530911,East Syracuse,NY,Hematology-Oncology,7.642848537,7.642848537,7.61,425.0,1162.0
1306070750,Gilbert,AZ,Internal Medicine,0.01,0.01,0.01,11.0,11.0
1336143676,Orlando,FL,Colorectal Surgery (Proctology),111.796875,87.966875,88.09375,16.0,16.0
1023013042,Eldridge,IA,Family Practice,51.121071429,32.415714286,37.343214286,26.0,28.0
1033358288,Dallas,TX,Hematology-Oncology,2.0950531915,1.6439361702,1.6356382979,22.0,34.0
1487657623,Lancaster,PA,Diagnostic Radiology,33.0925,26.3925,25.51,12.0,12.0
1902234107,Castle Rock,CO,Physician Assistant,78.299191919,49.428383838,48.754646465,160.0,198.0
1477605293,Fairborn,OH,Optometry,154.67515625,78.989375,89.960625,64.0,64.0
1528414612,Shallotte,NC,Nurse Practitioner,107.16375,85.891875,94.93,16.0,16.0
1720024797,Kansas City,MO,Family Practice,46.128363636,46.128363636,46.06,54.0,55.0
1164493342,Cary,NC,Otolaryngology,158.55295455,96.2425,104.05022727,44.0,44.0
1063773679,Eustis,FL,Mass Immunizer Roster Biller,38.21875,38.21875,39.2,80.0,80.0
1114927159,Cherry Hill,NJ,Otolaryngology,180.6727907,125.73976744,115.91465116,43.0,43.0
1013991355,Morgantown,WV,Dermatology,86.819230769,66.34,71.013846154,13.0,13.0
1568438604,Sioux Falls,SD,Anesthesiology,207.17076923,157.90384615,163.07153846,13.0,13.0
1053756783,Baltimore,MD,Cardiology,82.727657658,65.967657658,55.89,99.0,222.0
1669476271,Charleston,WV,Diagnostic Radiology,8.6287588424,6.3951189711,6.5710418006,1124.0,1516.0
1588659866,Lewiston,ID,Hand Surgery,51.447142857,38.171214286,42.343071429,123.0,140.0
1518389980,Irving,TX,Physician Assistant,29.976875,29.976875,14.13,16.0,16.0
1285900332,New York,NY,Internal Medicine,103.95424,65.09032,56.5568,88.0,125.0
1467665083,Eureka,CA,Chiropractic,28.784891304,20.309076087,19.462554348,44.0,184.0
1124018734,Leominster,MA,Emergency Medicine,124.15227848,98.143101266,95.647594937,154.0,158.0
1932563145,Tallahassee,FL,Emergency Medicine,182.06428571,158.28253968,152.59206349,61.0,63.0
1356592406,New York,NY,Neurology,199.41226027,155.81712329,141.52582192,68.0,146.0
1235342999,Great Falls,MT,Pulmonary Disease,9.028220339,6.4970338983,6.3340677966,118.0,118.0
1720024169,Baltimore,MD,Diagnostic Radiology,139.59247525,98.79210396,88.988118812,389.0,404.0
1609895937,Orlando,FL,General Practice,90.818888889,32.238888889,32.703333333,17.0,18.0
1598019937,Lynchburg,VA,Anesthesiology,132.91277778,99.408333333,99.021944444,27.0,36.0
1760856538,Philadelphia,PA,Nurse Practitioner,150.89,150.89,141.25,19.0,19.0
1982803532,Eden Prairie,MN,Diagnostic Radiology,58.22,46.56,46.12,18.0,18.0
1518175223,Honolulu,HI,Diagnostic Radiology,29.768,23.313777778,20.929333333,45.0,45.0
1720378136,Indian Land,SC,Family Practice,36.4,36.4,39.2,11.0,11.0
1043208051,Paris,MO,Family Practice,3.4395833333,3.4395833333,3.41,18.0,24.0
1205926250,Salt Lake City,UT,Cardiology,189.90766667,151.53766667,155.46,29.0,30.0
1871682963,Hollywood,FL,Optometry,37.5215,27.91675,27.29,38.0,40.0
1407084676,Broken Arrow,OK,Physical Therapist in Private Practice,20.433029909,15.634395319,16.285721717,179.0,521.0
1992748271,New York,NY,Psychiatry,79.378095238,60.535714286,53.398190476,17.0,105.0
1275586471,Greenville,SC,Vascular Surgery,91.058666667,66.752,72.494,15.0,15.0
1427098029,Houston,TX,Diagnostic Radiology,8.506,6.806,6.51,18.0,18.0
1063502839,Brentwood,CA,Preventive Medicine,49.98,49.98,49.98,101.0,101.0
1982689493,Chattanooga,TN,Pulmonary Disease,62.08281407,49.63281407,51.55,21.0,199.0
1760594725,Billings,MT,Family Practice,71.155641026,56.038076923,55.717307692,78.0,78.0
1851995054,San Antonio,TX,Nurse Practitioner,74.546296296,50.209259259,52.322592593,16.0,27.0
1245285584,Princeton,MN,Internal Medicine,52.861034483,37.904137931,37.775517241,28.0,29.0
1629285630,New York,NY,Diagnostic Radiology,40.924285714,30.284285714,26.148571429,14.0,14.0
1437544384,Miami,FL,Family Practice,182.74862069,158.33241379,144.04241379,29.0,29.0
1558027508,New York,NY,Physical Therapist in Private Practice,24.02132716,19.14132716,16.920802469,75.0,323.0
1003034828,Omaha,NE,Emergency Medicine,213.54890909,201.76163636,202.96909091,55.0,55.0
1033102033,Louisville,KY,Anesthesiology,66.833846154,53.323846154,35.650769231,13.0,13.0
1750310066,Hattiesburg,MS,Diagnostic Radiology,31.675833333,20.4975,24.153333333,11.0,12.0
1134363146,Hershey,PA,Diagnostic Radiology,20.107011494,12.853793103,13.713908046,76.0,76.0
1740422278,Baltimore,MD,Cardiology,106.85676923,85.805076923,80.937538462,20.0,65.0
1609874692,Richmond,VA,Nephrology,125.70925532,87.966117021,90.039308511,107.0,188.0
1679711741,Glasgow,KY,Mass Immunizer Roster Biller,36.042727273,36.042727273,39.2,11.0,11.0
1114979796,Richardson,TX,General Surgery,129.32136364,103.23136364,106.09,22.0,22.0
1295051977,Ann Arbor,MI,Urology,308.85894737,246.55894737,263.44,19.0,19.0
1912996711,San Rafael,CA,Optometry,182.94068966,123.67793103,100.74724138,29.0,29.0
1982180196,Boston,MA,Physician Assistant,86.880285714,51.766,45.566857143,31.0,35.0
1770576969,La Crosse,WI,Physician Assistant,161.75888889,129.44888889,140.14,17.0,18.0
1518995620,Baltimore,MD,Diagnostic Radiology,117.59444444,86.427222222,76.737222222,18.0,18.0
1568412773,Peoria,IL,Internal Medicine,162.78333333,162.78333333,166.18,12.0,12.0
1750504650,Plymouth Meeting,PA,"Psychologist, Clinical",156.45782609,110.22086957,104.05591304,16.0,115.0
1770679466,Potomac,MD,Diagnostic Radiology,86.227083333,65.055833333,54.295416667,45.0,48.0
1134449994,Phoenix,AZ,Hospitalist,192.51571429,153.10880952,154.90452381,42.0,42.0
1386733319,Islandia,NY,Radiation Oncology,461.59792763,369.22440789,293.86892544,174.0,912.0
1629036439,Raleigh,NC,Diagnostic Radiology,85.342941176,68.302941176,67.162352941,17.0,17.0
1417921842,Bethesda,MD,Diagnostic Radiology,8.8488888889,6.58,6.8586666667,38.0,41.0
1326212986,Salisbury,NC,Allergy/ Immunology,157.79393939,119.61787879,127.54454545,33.0,33.0
1639273212,Glastonbury,CT,Gastroenterology,270.55272727,216.22272727,202.13,22.0,22.0
1922410752,Honolulu,HI,Physical Therapist in Private Practice,24.826531792,19.323381503,16.556011561,46.0,290.0
1619988268,Springfield,MA,Internal Medicine,93.04459854,59.606715328,58.507591241,95.0,137.0
1023120292,Wausau,WI,Internal Medicine,100.29344262,79.738196721,81.992786885,121.0,122.0
1598814287,Marianna,FL,Pharmacy,276.57111111,276.57111111,275.98333333,27.0,27.0
1861442931,Cottage Grove,WI,Family Practice,10.413818182,10.413818182,10.347818182,47.0,55.0
1316042666,Lebanon,NH,Internal Medicine,104.78333333,83.543333333,82.48,18.0,18.0
1376540807,Columbus,OH,Clinical Cardiac Electrophysiology,36.932165725,23.546290019,23.733992467,402.0,531.0
1932336492,Greenlawn,NY,Diagnostic Radiology,11.11,11.11,9.5,86.0,86.0
1780320655,Delray Beach,FL,Nurse Practitioner,2.2,2.2,2.21,20.0,27.0
1457367088,Bethany Beach,DE,Family Practice,86.07260788,81.489793621,79.311294559,532.0,533.0
1376542779,Topeka,KS,Family Practice,156.57854167,121.83763889,125.74423611,138.0,144.0
1659330488,Marina Del Rey,CA,Anesthesiology,186.82388889,150.49888889,144.30166667,18.0,18.0
1285168369,Mankato,MN,Physical Therapist in Private Practice,22.816,18.2475,18.0435,13.0,17.0
1306838776,Bakersfield,CA,Diagnostic Radiology,9.6343478261,6.22,5.9462318841,63.0,64.0
1326097833,Saint Cloud,MN,Clinical Laboratory,6.365,6.365,6.48,28.0,30.0
1326483215,San Antonio,TX,Dermatology,163.347,94.633714286,97.837,70.0,70.0
1700372596,Frederick,MD,Nurse Practitioner,114.10857143,114.10857143,110.41,70.0,70.0
1437766607,Denton,TX,Physical Therapist in Private Practice,25.528286385,19.856032864,20.343943662,60.0,397.0
1083666416,Bellingham,WA,Diagnostic Radiology,110.28928571,82.747142857,80.533571429,13.0,14.0
1639464985,Hinsdale,IL,Anesthesiology,83.7,66.717692308,67.010769231,13.0,13.0
1033120555,Chicago,IL,Mass Immunizer Roster Biller,37.343888889,37.343888889,39.2,17.0,18.0
1316492432,Peoria,IL,Nurse Practitioner,16.35,16.35,16.2,26.0,26.0
1205050739,Cooperstown,NY,Radiation Oncology,96.164285714,71.618701299,72.523896104,58.0,77.0
1821279514,Hartford,CT,Nephrology,112.1535,86.4715,101.747,16.0,20.0
1720037070,Surfside Beach,SC,Podiatry,0.1213274336,0.0940412979,0.0931858407,21.0,32.0
1427063130,La Grange Park,IL,Ambulance Service Provider,7.9457637566,6.339370167,20.369320856,382.0,543.0
1275943441,Baltimore,MD,Diagnostic Radiology,121.59,121.59,108.86,12.0,12.0
1528475084,Montgomery,AL,Nurse Practitioner,46.0025,29.675833333,60.205,11.0,12.0
1780718247,Chesterfield,MO,Nurse Practitioner,109.17235294,79.634529412,78.862705882,139.0,170.0
1831196922,Boca Raton,FL,Diagnostic Radiology,52.92875,40.712613636,38.080909091,87.0,88.0
1477661338,Charleston,SC,Infectious Disease,94.021111111,58.151111111,61.231111111,14.0,18.0
1538890975,Falls Church,VA,Physical Therapist in Private Practice,24.009298246,19.132192982,17.292587719,34.0,159.0
1104873181,Flushing,NY,General Surgery,195.40733333,149.88933333,127.99466667,15.0,15.0
1346792769,Macclenny,FL,Family Practice,67.556,67.556,67.163,20.0,20.0
1427083526,Monroe,NC,Family Practice,124.45659325,77.889045521,80.741908957,398.0,681.0
1407088982,Athens,OH,Orthopedic Surgery,1287.1379167,1030.3279167,1030.44,22.0,24.0
1487646790,Austin,TX,Urology,169.61022727,120.96022727,118.47545455,44.0,44.0
1477916864,Columbus,IN,Hospitalist,97.227259036,77.023072289,79.557228916,156.0,332.0
1649624214,Rolla,MO,Internal Medicine,188.70116279,146.3705814,151.05627907,85.0,86.0
1639433816,Memphis,TN,Certified Registered Nurse Anesthetist (CRNA),106.17944444,73.643888889,77.517777778,36.0,36.0
1184974842,Los Angeles,CA,Emergency Medicine,126.74692308,101.21857143,96.763736264,89.0,91.0
1609841485,Williamsburg,VA,Internal Medicine,16.6,16.6,16.6,16.0,16.0
1568858587,Raleigh,NC,Interventional Radiology,8.0225,5.59375,5.7225,16.0,16.0
1598064743,Brooklyn,NY,Nurse Practitioner,93.381525822,74.256455399,60.8842723,268.0,426.0
1508415217,Blue Ridge,GA,Nurse Practitioner,145.98586207,109.52793103,115.22172414,23.0,29.0
1992763197,Saint Louis,MO,Urology,326.40181818,240.52409091,240.10818182,20.0,22.0
1669768305,Phoenix,AZ,Sports Medicine,124.38459459,94.598996139,97.333667954,140.0,259.0
1912198045,Garden City,NY,Urology,39.266666667,31.41797619,26.009880952,79.0,84.0
1578591962,Asheville,NC,Diagnostic Radiology,8.0764285714,5.7742857143,5.8371428571,24.0,24.0
1982688750,Prescott,AZ,Clinical Cardiac Electrophysiology,29.609605735,19.035645161,19.388996416,247.0,558.0
1477852010,Scottsdale,AZ,Interventional Cardiology,126.46802372,93.135715415,93.856743083,820.0,1265.0
1205846300,Chicago,IL,Internal Medicine,187.9284,113.5004,110.2132,17.0,25.0
1578834255,Hamilton,OH,General Surgery,119.496875,72.758125,80.619375,14.0,16.0
1659582161,Grants Pass,OR,Emergency Medicine,8.2613333333,6.4788888889,6.3653333333,43.0,43.0
1366710865,Redlands,CA,Family Practice,29.97,29.97,29.97,25.0,25.0
1164401204,Jackson,WI,Podiatry,69.957767857,44.015892857,46.616383929,120.0,224.0
1619995438,Waynesboro,VA,Internal Medicine,30.343846154,30.343846154,30.32,13.0,13.0
1922176585,Wichita Falls,TX,Diagnostic Radiology,94.169285714,75.139285714,74.61,14.0,14.0
1932505260,Sacramento,CA,Physician Assistant,7.2365306122,5.5389795918,5.3042857143,49.0,49.0
1609399427,Paramus,NJ,Physician Assistant,41.859090909,41.859090909,41.546818182,44.0,44.0
1649387051,Naperville,IL,Gastroenterology,8.6178571429,8.6178571429,8.57,11.0,14.0
1457689275,Dade City,FL,Nurse Practitioner,11.931176471,8.2688235294,8.4694117647,28.0,32.0
1104842095,Houston,TX,Nephrology,103.97485714,82.377642857,79.736428571,47.0,140.0
1598719197,Fort Myers,FL,Diagnostic Radiology,14.46375,11.5825,11.104375,14.0,14.0
1770646648,Seven Fields,PA,Internal Medicine,19.630769231,19.630769231,16.62,39.0,39.0
1467430611,Wichita Falls,TX,Family Practice,20.173076923,16.092307692,16.907692308,13.0,13.0
1700982808,Middletown,NY,Internal Medicine,73.528301887,73.528301887,73.5,52.0,53.0
1003102377,Gainesville,FL,Pathology,47.9224,35.1588,34.9504,24.0,25.0
1740638063,New York,NY,Anesthesiology,86.463870968,68.997419355,58.077096774,31.0,31.0
1134670284,Sheffield,PA,Nurse Practitioner,64.699583333,57.152291667,57.445208333,48.0,48.0
1548826142,Lexington Park,MD,Physical Therapist in Private Practice,38.821558442,28.668311688,26.497922078,17.0,68.0
1053727784,Williamsburg,VA,Nurse Practitioner,16.645454545,16.645454545,16.46,11.0,11.0
1932112208,Orland Park,IL,Dermatology,831.46657143,654.99114286,632.71114286,28.0,35.0
1457362238,Lancaster,WI,Family Practice,85.3384,56.4428,61.09408,76.0,125.0
1477529212,Colonial Heights,VA,General Surgery,90.286153846,64.802307692,65.142307692,23.0,26.0
1639335664,Concord,NH,Psychiatry,39.020416667,30.256979167,29.4403125,35.0,96.0
1710099585,Petaluma,CA,Dermatology,535.4562963,423.04648148,362.095,52.0,54.0
1841319498,Sherman,TX,Nephrology,47.734063401,38.03815562,39.324610951,62.0,347.0
1194831149,Dover,DE,Plastic and Reconstructive Surgery,583.86914286,452.59,442.81771429,23.0,32.0
1881868537,San Jose,CA,Family Practice,156.12615142,104.2355205,84.268454259,149.0,317.0
1700803541,Green Bay,WI,Nephrology,69.993103448,56.043103448,57.24,19.0,29.0
1023212214,Jacksonville,FL,Diagnostic Radiology,48.931587302,31.811587302,31.037301587,63.0,63.0
1487851226,Bryan,TX,Family Practice,190.844,152.514,155.46,14.0,15.0
1841863644,Peoria,AZ,Optometry,123.00885475,88.497150838,91.259469274,348.0,358.0
1598734402,Westminster,MD,Internal Medicine,16.740714286,12.742142857,19.437142857,11.0,14.0
1891747168,Pensacola,FL,Family Practice,51.31,51.31,50.28,19.0,19.0
1093777443,Sioux Falls,SD,Diagnostic Radiology,108.43303571,83.666428571,81.357142857,54.0,56.0
1265873160,Spartanburg,SC,Diagnostic Radiology,111.78,87.667857143,86.306428571,14.0,14.0
1194747006,Chattanooga,TN,Otolaryngology,152.70357143,121.96214286,133.76,12.0,14.0
1033190202,Phoenix,AZ,Diagnostic Radiology,76.539166667,61.229166667,61.32,24.0,24.0
1326714189,Dover,DE,Nurse Practitioner,59.644166667,59.644166667,60.9,48.0,48.0
1821226994,Visalia,CA,Interventional Radiology,13.68,9.9018181818,9.6181818182,11.0,11.0
1427057033,Ponce,PR,Cardiology,55.516363636,38.314090909,40.502727273,15.0,22.0
1265407977,Pittsburgh,PA,Diagnostic Radiology,200.77142857,156.21071429,161.58,12.0,14.0
1235154212,Springfield,OR,Diagnostic Radiology,247.76782609,197.81304348,205.67043478,22.0,23.0
1629196167,Shrewsbury,NJ,Anesthesiology,123.16529412,98.662352941,90.79,17.0,17.0
1417423088,Greenville,SC,Independent Diagnostic Testing Facility (IDTF),46.449090909,37.203636364,44.387272727,11.0,11.0
1679512313,Raleigh,NC,Diagnostic Radiology,35.056428571,26.081428571,25.247142857,14.0,14.0
1649596933,San Francisco,CA,Orthopedic Surgery,87.564166667,59.071041667,52.544166667,47.0,48.0
1891728887,Escanaba,MI,Critical Care (Intensivists),70.175,51.791666667,53.15,12.0,12.0
1790743128,Dallas,TX,Nephrology,70.689928571,56.419928571,55.89,168.0,420.0
1295324226,Auburn,ME,Physician Assistant,41.382,31.416933333,33.4,41.0,75.0
1528403334,Gladwyne,PA,Diagnostic Radiology,9.108,6.3326666667,5.876,14.0,14.0
1164460796,Coral Springs,FL,Family Practice,140.48071429,112.10071429,106.09,27.0,28.0
1043448350,Derry,NH,Family Practice,14.728888889,10.671111111,10.271851852,27.0,27.0
1932369030,West Columbia,SC,Orthopedic Surgery,1024.9166667,820.67666667,860.33,12.0,12.0
1609903079,Boston,MA,Cardiology,76.067470238,60.569821429,55.810505952,126.0,336.0
1427375146,Cincinnati,OH,Cardiology,99.331764706,79.251764706,80.32,11.0,17.0
1235130329,Liberty,MO,Emergency Medicine,69.566349206,51.278095238,53.19047619,56.0,63.0
1699759241,Colorado Springs,CO,Hematology-Oncology,52.894762687,42.188661194,41.967920896,21.0,50.0
1134410988,Ocala,FL,Clinical Cardiac Electrophysiology,65.150909091,52.162727273,51.947272727,11.0,11.0
1700256799,Florence,AL,Physician Assistant,133.16323529,87.382647059,95.202058824,34.0,34.0
1417980491,Baltimore,MD,Nuclear Medicine,40.271578947,28.976842105,26.992631579,19.0,19.0
1346211620,Fresno,CA,Physical Medicine and Rehabilitation,172.336875,111.68375,108.01375,16.0,16.0
1366429045,Yuba City,CA,Podiatry,183.4783871,121.71806452,120.28,29.0,31.0
1972999696,Richmond,VA,Cardiology,14.230704698,9.6346644295,9.7110067114,238.0,298.0
1922090794,Overland Park,KS,Orthopedic Surgery,111.77238095,89.498095238,47.932380952,20.0,20.0
1023026945,Cocoa Beach,FL,Diagnostic Radiology,26.642115385,21.342115385,19.81,52.0,52.0
1912230426,Cedar Rapids,IA,Nurse Practitioner,41.2235,33.014,35.0505,17.0,19.0
1427468461,Clifton,NJ,Anesthesiology,74.13,59.11,55.89,13.0,15.0
1083864847,Greenwood Village,CO,Urology,57.457321429,44.533928571,43.830535714,105.0,112.0
1184728032,Riverdale,IL,Mass Immunizer Roster Biller,41.2754,41.2754,39.2,49.0,50.0
1952345845,Moorestown,NJ,Internal Medicine,3.4296,3.4296,3.41,24.0,25.0
1396344651,Hermantown,MN,Physical Therapist in Private Practice,100.58636364,72.916363636,73.104545455,11.0,11.0
1912166679,Baltimore,MD,Internal Medicine,82.782222222,52.232098765,68.737901235,51.0,81.0
1720078256,Granger,IN,Family Practice,44.033076923,18.783076923,22.301538462,12.0,13.0
1265859896,Moreno Valley,CA,Physician Assistant,178.94727273,142.93727273,132.14,21.0,22.0
1760665863,Dearborn,MI,Cardiology,96.873888889,73.133333333,73.581111111,18.0,18.0
1164499125,Naples,FL,Optometry,128.80514286,79.556964286,78.068571429,273.0,280.0
1619963337,West Bridgewater,MA,Internal Medicine,15.686153846,15.686153846,15.6,26.0,26.0
1962499418,White Plains,NY,Diagnostic Radiology,10.686086957,5.5347826087,5.7686956522,23.0,23.0
1184042129,Idaho Falls,ID,Physical Therapist in Private Practice,24.002244898,18.535714286,19.651428571,17.0,25.0
1598714495,Round Rock,TX,Rheumatology,12.561388889,12.561388889,12.69,36.0,36.0
1841339108,Portland,OR,Internal Medicine,30.59,30.59,16.62,27.0,27.0
1043851801,Winston Salem,NC,Physician Assistant,154.42694915,154.42694915,153.46,50.0,118.0
1255431300,Buena Park,CA,Ophthalmology,27.283960396,21.833960396,19.53,194.0,202.0
1720054646,Hardeeville,SC,Otolaryngology,167.59030303,129.34939394,128.45848485,33.0,33.0
1801993167,Memphis,TN,Neurosurgery,258.02473684,205.88,206.74,18.0,19.0
1457573222,Crossroads,TX,Family Practice,8.7005194805,8.7005194805,8.84,42.0,77.0
1689152308,Beckley,WV,Nurse Practitioner,102.71490153,77.45536105,82.152428884,286.0,457.0
1457344673,Conover,NC,Interventional Cardiology,2.9583870968,2.9583870968,2.94,19.0,31.0
1528211737,College Station,TX,Optometry,44.755,33.295178571,34.553035714,55.0,56.0
1083680771,Cedar Knolls,NJ,Physical Medicine and Rehabilitation,189.17866667,140.40933333,136.35333333,13.0,15.0
1518988179,Elmhurst,IL,Diagnostic Radiology,30.718,30.718,29.17,50.0,50.0
1831416577,Coon Rapids,MN,Family Practice,10.453888889,10.453888889,10.347777778,18.0,18.0
1295046373,Boston,MA,Hospitalist,104.12755172,82.818844828,80.049431034,258.0,580.0
1437564135,Los Angeles,CA,Diagnostic Radiology,135.14384615,108.21538462,101.99923077,13.0,13.0
1598112013,Dallas,TX,Orthopedic Surgery,447.09275862,352.47172414,370.20413793,29.0,29.0
1982704516,Little Rock,AR,Emergency Medicine,113.71066445,82.114717608,88.37833887,296.0,301.0
1245373158,Louisville,KY,Anesthesiology,103.80695652,82.866956522,83.3,23.0,23.0
1184726804,Wheeling,WV,Psychiatry,120.49118457,85.958870523,91.980330579,120.0,363.0
1093754848,Fort Myers,FL,Hospitalist,74.779574468,59.909574468,56.16,47.0,47.0
1134194772,Soldotna,AK,Emergency Medicine,2.2,2.2,2.21,22.0,22.0
1508074188,Providence,RI,Psychiatry,72.411178571,57.352892857,55.490785714,78.0,280.0
1588870604,Philadelphia,PA,Diagnostic Radiology,9.2708333333,7.3908333333,7.05,20.0,20.0
1043414543,Duluth,MN,Hospitalist,100.2616,80.0834,82.8924,50.0,50.0
1417367822,New York,NY,Emergency Medicine,7.3031707317,5.8431707317,5.43,41.0,41.0
1487683991,Madison,MS,Diagnostic Radiology,62.893761468,48.386972477,48.68733945,107.0,107.0
1134448129,Rapid City,SD,General Surgery,65.408,45.410666667,46.151333333,15.0,15.0
1811992977,Mcallen,TX,Otolaryngology,126.9665,100.8115,103.7495,19.0,20.0
1821063223,Hinsdale,IL,Dermatology,60.234166667,38.356111111,35.996111111,34.0,36.0
1578595682,Omaha,NE,Orthopedic Surgery,52.111343284,39.415223881,43.188955224,63.0,67.0
1891869335,Houston,TX,Radiation Oncology,159.65666667,126.16333333,132.21466667,15.0,15.0
1609853183,Westlake,OH,Allergy/ Immunology,3.8996073432,3.0653901071,3.1987200408,48.0,48.0
1467566463,Charleston,WV,Physician Assistant,8.5827777778,6.0716666667,7.1122222222,14.0,18.0
1619354420,Petal,MS,Family Practice,41.38,41.38,40.55,15.0,16.0
1962511816,Lafayette,LA,Nurse Practitioner,0.1226086957,0.0914130435,0.0911956522,13.0,14.0
1760121230,Sanford,ME,Nurse Practitioner,58.815882353,42.255882353,65.96,14.0,17.0
1578548954,Greenville,SC,Gastroenterology,7.6704651163,7.6704651163,7.61,65.0,86.0
1013025857,Charlottesville,VA,Neurosurgery,363.669,291.444,248.7485,18.0,20.0
1306032974,Louisville,KY,Certified Registered Nurse Anesthetist (CRNA),113.20517241,90.594137931,91.577931034,29.0,29.0
1740220003,Raleigh,NC,Diagnostic Radiology,182.42074074,127.90592593,131.55185185,27.0,27.0
1144216847,Vidalia,LA,Ambulatory Surgical Center,335.37606061,267.63242424,313.33090909,66.0,66.0
1639667983,Carlisle,PA,Physical Therapist in Private Practice,28.554058876,22.360401427,23.106289028,126.0,596.0
1760517478,Corvallis,OR,Orthopedic Surgery,70.36842233,52.003106796,55.57381068,190.0,412.0
1013913854,Jacksonville,FL,Family Practice,43.791538462,32.295384615,31.061538462,13.0,13.0
1053748822,Portsmouth,OH,Interventional Radiology,10.382857143,8.2828571429,8.3671428571,14.0,14.0
1255763439,West Haven,UT,Physical Therapist in Private Practice,19.711488889,14.819155556,15.3622,57.0,347.0
1790208197,East Chicago,IN,Nurse Practitioner,288.28619048,221.2,232.06142857,19.0,21.0
1922486844,Largo,FL,Nurse Practitioner,75.94988417,51.552239382,52.60972973,148.0,259.0
1790759538,Salina,KS,Pathology,58.991538462,45.578,47.138769231,27.0,28.0
1497728174,Charlotte,NC,Internal Medicine,4.341,4.341,4.29,20.0,20.0
1073691564,Fairfield,CA,Urology,1624.903125,1300.683125,1064.9,16.0,16.0
1659712172,Orlando,FL,Diagnostic Radiology,34.651764706,27.681764706,25.5,17.0,17.0
1306890025,Shingletown,CA,Family Practice,30.4435,23.0515,21.6505,20.0,20.0
1992786958,Tuscaloosa,AL,Family Practice,69.313157895,27.858947368,47.517894737,19.0,19.0
1023250149,Lancaster,PA,Diagnostic Radiology,69.755625,55.6353125,54.735,30.0,32.0
1366496317,Bradenton,FL,Family Practice,129.51,129.51,129.89,19.0,19.0
1821211962,Findlay,OH,Diagnostic Radiology,69.113333333,55.3275,53.47,12.0,12.0
1922088756,Austin,TX,Pathology,79.885268817,63.762688172,64.570322581,59.0,59.0
1326043241,Moundridge,KS,Family Practice,17.795,17.795,17.69,12.0,12.0
1922280650,Dallas,TX,Physician Assistant,2.9706741573,2.9706741573,2.94,61.0,89.0
1386697761,Bedford,IN,Cardiology,66.96,53.45,54.26,18.0,18.0
1336170216,Somerset,NJ,Interventional Pain Management,143.25266667,114.352,100.112,11.0,15.0
1275036667,Independence,OH,Nurse Practitioner,75.952189119,58.821819948,58.647869171,261.0,1544.0
1508829995,Winchester,VA,Internal Medicine,281.52152174,215.55478261,211.11195652,39.0,46.0
1891140299,Birmingham,AL,Pulmonary Disease,117.75,94.17,87.09,29.0,30.0
1659646750,Chicago,IL,Diagnostic Radiology,9.9461538462,7.0130769231,7.9007692308,26.0,26.0
1437378684,Naperville,IL,Physical Therapist in Private Practice,71.050294118,56.809117647,55.756764706,20.0,34.0
1376816504,Doylestown,PA,Internal Medicine,40.502903226,29.225806452,27.449032258,17.0,31.0
1831134527,Las Vegas,NV,Physician Assistant,11.960344828,7.8096551724,8.0303448276,26.0,29.0
1447632294,Bryn Mawr,PA,Podiatry,109.03235294,84.444411765,86.746176471,34.0,34.0
1780232637,Lyons,KS,Chiropractic,26.552835821,12.853283582,13.887761194,24.0,67.0
1437139425,Newport News,VA,Diagnostic Radiology,9.2702409639,6.3360240964,6.2689156627,64.0,64.0
1396762647,City Of Industry,CA,Mass Immunizer Roster Biller,39.2,39.2,39.2,43.0,43.0
1417967951,Corpus Christi,TX,Family Practice,2.9465517241,2.9465517241,2.94,75.0,87.0
1588250575,Poughkeepsie,NY,Nurse Practitioner,118.03322581,93.098387097,85.446451613,30.0,31.0
1225069156,Philadelphia,PA,General Surgery,96.3204,72.5508,68.1224,22.0,25.0
1396923793,Sanford,NC,Internal Medicine,211.3824,172.1996,175.1752,14.0,50.0
1730120767,Raleigh,NC,Internal Medicine,107.67,86.281111111,86.279444444,13.0,13.0
1962427930,Hampton,VA,Family Practice,53.307894737,33.666842105,33.270526316,13.0,19.0
1881614584,Waycross,GA,Internal Medicine,67.470833333,53.790833333,56.16,12.0,12.0
1285610733,Ft Wayne,IN,Clinical Laboratory,263.22733333,210.04733333,227.91,15.0,15.0
1669815759,Lawrenceburg,TN,Nurse Practitioner,27.219090909,27.219090909,14.13,11.0,11.0
1841447745,Upland,CA,Nephrology,6174.9784615,4923.4284615,4620.73,22.0,26.0
1588892509,Joliet,IL,Family Practice,141.44041667,141.44041667,139.78,23.0,24.0
1922148287,Gardendale,AL,Physical Therapist in Private Practice,13.807073171,10.777560976,10.817073171,33.0,41.0
1548274442,Turnersville,NJ,Family Practice,169.23666667,106.24533333,218.18066667,15.0,15.0
